Year,Age_Group,Sex,Education_Attainment_Level,NUTS_2_Region,VALUE
2022,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2022,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2022,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2022,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,63.2
2022,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,68.0
2022,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,75.5
2022,50 - 54 years,Female,Tertiary education (Levels 5-8),Northern and Western,84.2
2022,50 - 54 years,Female,Tertiary education (Levels 5-8),Southern,81.4
2022,50 - 54 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,82.3
2022,50 - 54 years,Female,Level of education - not stated,Northern and Western,0.0
2022,50 - 54 years,Female,Level of education - not stated,Southern,0.0
2022,50 - 54 years,Female,Level of education - not stated,Eastern and Midland,0.0
2022,55 - 59 years,Male,Less than primary (Level 0),Northern and Western,0.0
2022,55 - 59 years,Male,Less than primary (Level 0),Southern,0.0
2022,55 - 59 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2022,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,79.6
2022,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Southern,70.5
2022,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,63.8
2022,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,73.6
2022,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,80.5
2022,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,83.9
2022,55 - 59 years,Male,Tertiary education (Levels 5-8),Northern and Western,97.7
2022,55 - 59 years,Male,Tertiary education (Levels 5-8),Southern,82.7
2022,55 - 59 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,94.9
2022,55 - 59 years,Male,Level of education - not stated,Northern and Western,0.0
2022,55 - 59 years,Male,Level of education - not stated,Southern,0.0
2022,55 - 59 years,Male,Level of education - not stated,Eastern and Midland,0.0
2022,55 - 59 years,Female,Less than primary (Level 0),Northern and Western,0.0
2022,55 - 59 years,Female,Less than primary (Level 0),Southern,0.0
2022,55 - 59 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2022,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2022,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2022,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2022,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,64.9
2022,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,65.3
2022,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,63.2
2022,55 - 59 years,Female,Tertiary education (Levels 5-8),Northern and Western,85.0
2022,55 - 59 years,Female,Tertiary education (Levels 5-8),Southern,79.6
2022,55 - 59 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,80.2
2022,55 - 59 years,Female,Level of education - not stated,Northern and Western,0.0
2022,55 - 59 years,Female,Level of education - not stated,Southern,0.0
2022,55 - 59 years,Female,Level of education - not stated,Eastern and Midland,0.0
2022,60 - 64 years,Male,Less than primary (Level 0),Northern and Western,0.0
2022,60 - 64 years,Male,Less than primary (Level 0),Southern,0.0
2022,60 - 64 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2022,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,68.6
2022,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Southern,57.0
2022,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,64.0
2022,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,78.0
2022,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,71.2
2022,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,66.3
2022,60 - 64 years,Male,Tertiary education (Levels 5-8),Northern and Western,0.0
2022,60 - 64 years,Male,Tertiary education (Levels 5-8),Southern,67.5
2022,60 - 64 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,71.2
2022,60 - 64 years,Male,Level of education - not stated,Northern and Western,0.0
2022,60 - 64 years,Male,Level of education - not stated,Southern,0.0
2022,60 - 64 years,Male,Level of education - not stated,Eastern and Midland,0.0
2022,60 - 64 years,Female,Less than primary (Level 0),Northern and Western,0.0
2022,60 - 64 years,Female,Less than primary (Level 0),Southern,0.0
2022,60 - 64 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2022,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2022,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2022,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2022,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2022,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,50.6
2022,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,49.8
2022,60 - 64 years,Female,Tertiary education (Levels 5-8),Northern and Western,0.0
2022,60 - 64 years,Female,Tertiary education (Levels 5-8),Southern,62.4
2022,60 - 64 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,56.2
2022,60 - 64 years,Female,Level of education - not stated,Northern and Western,0.0
2022,60 - 64 years,Female,Level of education - not stated,Southern,0.0
2022,60 - 64 years,Female,Level of education - not stated,Eastern and Midland,0.0
2023,20 - 24 years,Male,Less than primary (Level 0),Northern and Western,0.0
2023,20 - 24 years,Male,Less than primary (Level 0),Southern,0.0
2023,20 - 24 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2023,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2023,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2023,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2023,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,71.0
2023,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,65.1
2023,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,72.3
2023,20 - 24 years,Male,Tertiary education (Levels 5-8),Northern and Western,0.0
2023,20 - 24 years,Male,Tertiary education (Levels 5-8),Southern,0.0
2023,20 - 24 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,88.9
2023,20 - 24 years,Male,Level of education - not stated,Northern and Western,0.0
2023,20 - 24 years,Male,Level of education - not stated,Southern,0.0
2023,20 - 24 years,Male,Level of education - not stated,Eastern and Midland,0.0
2023,20 - 24 years,Female,Less than primary (Level 0),Northern and Western,0.0
2023,20 - 24 years,Female,Less than primary (Level 0),Southern,0.0
2023,20 - 24 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2023,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2023,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2023,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2023,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,67.2
2023,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,72.5
2023,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,63.8
2023,20 - 24 years,Female,Tertiary education (Levels 5-8),Northern and Western,0.0
2023,20 - 24 years,Female,Tertiary education (Levels 5-8),Southern,71.5
2023,20 - 24 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,87.9
2023,20 - 24 years,Female,Level of education - not stated,Northern and Western,0.0
2023,20 - 24 years,Female,Level of education - not stated,Southern,0.0
2023,20 - 24 years,Female,Level of education - not stated,Eastern and Midland,0.0
2023,25 - 29 years,Male,Less than primary (Level 0),Northern and Western,0.0
2023,25 - 29 years,Male,Less than primary (Level 0),Southern,0.0
2023,25 - 29 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2023,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2023,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2023,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2023,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2023,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,66.7
2023,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,80.3
2023,25 - 29 years,Male,Tertiary education (Levels 5-8),Northern and Western,91.0
2023,25 - 29 years,Male,Tertiary education (Levels 5-8),Southern,83.6
2023,25 - 29 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,92.5
2023,25 - 29 years,Male,Level of education - not stated,Northern and Western,0.0
2023,25 - 29 years,Male,Level of education - not stated,Southern,0.0
2023,25 - 29 years,Male,Level of education - not stated,Eastern and Midland,0.0
2023,25 - 29 years,Female,Less than primary (Level 0),Northern and Western,0.0
2023,25 - 29 years,Female,Less than primary (Level 0),Southern,0.0
2023,25 - 29 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2023,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2023,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2023,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2023,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2023,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,0.0
2023,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,78.6
2023,25 - 29 years,Female,Tertiary education (Levels 5-8),Northern and Western,66.7
2023,25 - 29 years,Female,Tertiary education (Levels 5-8),Southern,93.9
2023,25 - 29 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,88.5
2023,25 - 29 years,Female,Level of education - not stated,Northern and Western,0.0
2023,25 - 29 years,Female,Level of education - not stated,Southern,0.0
2023,25 - 29 years,Female,Level of education - not stated,Eastern and Midland,0.0
2023,30 - 34 years,Male,Less than primary (Level 0),Northern and Western,0.0
2023,30 - 34 years,Male,Less than primary (Level 0),Southern,0.0
2023,30 - 34 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2023,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2023,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2023,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2023,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2023,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,82.9
2023,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,90.9
2023,30 - 34 years,Male,Tertiary education (Levels 5-8),Northern and Western,87.7
2023,30 - 34 years,Male,Tertiary education (Levels 5-8),Southern,91.4
2023,30 - 34 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,93.7
2023,30 - 34 years,Male,Level of education - not stated,Northern and Western,0.0
2023,30 - 34 years,Male,Level of education - not stated,Southern,0.0
2023,30 - 34 years,Male,Level of education - not stated,Eastern and Midland,0.0
2023,30 - 34 years,Female,Less than primary (Level 0),Northern and Western,0.0
2023,30 - 34 years,Female,Less than primary (Level 0),Southern,0.0
2023,30 - 34 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2023,30 - 34 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2023,30 - 34 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2023,30 - 34 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2023,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2023,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,55.8
2023,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,61.1
2023,30 - 34 years,Female,Tertiary education (Levels 5-8),Northern and Western,89.5
2023,30 - 34 years,Female,Tertiary education (Levels 5-8),Southern,81.9
2023,30 - 34 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,90.9
2023,30 - 34 years,Female,Level of education - not stated,Northern and Western,0.0
2023,30 - 34 years,Female,Level of education - not stated,Southern,0.0
2023,30 - 34 years,Female,Level of education - not stated,Eastern and Midland,0.0
2023,35 - 39 years,Male,Less than primary (Level 0),Northern and Western,0.0
2023,35 - 39 years,Male,Less than primary (Level 0),Southern,0.0
2023,35 - 39 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2023,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2023,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2023,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2023,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,82.0
2023,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,84.9
2023,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,88.2
2023,35 - 39 years,Male,Tertiary education (Levels 5-8),Northern and Western,99.3
2023,35 - 39 years,Male,Tertiary education (Levels 5-8),Southern,99.0
2023,35 - 39 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,94.8
2023,35 - 39 years,Male,Level of education - not stated,Northern and Western,0.0
2023,35 - 39 years,Male,Level of education - not stated,Southern,0.0
2023,35 - 39 years,Male,Level of education - not stated,Eastern and Midland,0.0
2023,35 - 39 years,Female,Less than primary (Level 0),Northern and Western,0.0
2023,35 - 39 years,Female,Less than primary (Level 0),Southern,0.0
2023,35 - 39 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2023,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2023,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2023,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2023,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2023,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,61.8
2023,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,60.0
2023,35 - 39 years,Female,Tertiary education (Levels 5-8),Northern and Western,80.5
2023,35 - 39 years,Female,Tertiary education (Levels 5-8),Southern,93.5
2023,35 - 39 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,84.8
2023,35 - 39 years,Female,Level of education - not stated,Northern and Western,0.0
2023,35 - 39 years,Female,Level of education - not stated,Southern,0.0
2023,35 - 39 years,Female,Level of education - not stated,Eastern and Midland,0.0
2023,40 - 44 years,Male,Less than primary (Level 0),Northern and Western,0.0
2023,40 - 44 years,Male,Less than primary (Level 0),Southern,0.0
2023,40 - 44 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2023,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2023,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2023,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2023,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,92.6
2023,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,89.6
2023,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,90.1
2023,40 - 44 years,Male,Tertiary education (Levels 5-8),Northern and Western,93.4
2023,40 - 44 years,Male,Tertiary education (Levels 5-8),Southern,94.3
2023,40 - 44 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,96.1
2023,40 - 44 years,Male,Level of education - not stated,Northern and Western,0.0
2023,40 - 44 years,Male,Level of education - not stated,Southern,0.0
2023,40 - 44 years,Male,Level of education - not stated,Eastern and Midland,0.0
2023,40 - 44 years,Female,Less than primary (Level 0),Northern and Western,0.0
2023,40 - 44 years,Female,Less than primary (Level 0),Southern,0.0
2023,40 - 44 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2023,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2023,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2023,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2023,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2023,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,72.8
2023,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,77.0
2023,40 - 44 years,Female,Tertiary education (Levels 5-8),Northern and Western,84.9
2023,40 - 44 years,Female,Tertiary education (Levels 5-8),Southern,84.5
2023,40 - 44 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,90.2
2023,40 - 44 years,Female,Level of education - not stated,Northern and Western,0.0
2023,40 - 44 years,Female,Level of education - not stated,Southern,0.0
2023,40 - 44 years,Female,Level of education - not stated,Eastern and Midland,0.0
2023,45 - 49 years,Male,Less than primary (Level 0),Northern and Western,0.0
2023,45 - 49 years,Male,Less than primary (Level 0),Southern,0.0
2023,45 - 49 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2023,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2023,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2023,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2023,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,90.3
2023,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,90.0
2023,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,92.4
2023,45 - 49 years,Male,Tertiary education (Levels 5-8),Northern and Western,84.8
2023,45 - 49 years,Male,Tertiary education (Levels 5-8),Southern,93.8
2023,45 - 49 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,95.4
2023,45 - 49 years,Male,Level of education - not stated,Northern and Western,0.0
2023,45 - 49 years,Male,Level of education - not stated,Southern,0.0
2023,45 - 49 years,Male,Level of education - not stated,Eastern and Midland,0.0
2023,45 - 49 years,Female,Less than primary (Level 0),Northern and Western,0.0
2023,45 - 49 years,Female,Less than primary (Level 0),Southern,0.0
2023,45 - 49 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2023,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2023,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2023,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2023,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,77.8
2023,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,74.4
2023,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,70.8
2023,45 - 49 years,Female,Tertiary education (Levels 5-8),Northern and Western,86.2
2023,45 - 49 years,Female,Tertiary education (Levels 5-8),Southern,78.7
2023,45 - 49 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,88.2
2023,45 - 49 years,Female,Level of education - not stated,Northern and Western,0.0
2023,45 - 49 years,Female,Level of education - not stated,Southern,0.0
2023,45 - 49 years,Female,Level of education - not stated,Eastern and Midland,0.0
2023,50 - 54 years,Male,Less than primary (Level 0),Northern and Western,0.0
2023,50 - 54 years,Male,Less than primary (Level 0),Southern,0.0
2023,50 - 54 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2023,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2023,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2023,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,67.0
2023,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,85.4
2023,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,81.9
2023,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,82.3
2023,50 - 54 years,Male,Tertiary education (Levels 5-8),Northern and Western,94.5
2023,50 - 54 years,Male,Tertiary education (Levels 5-8),Southern,95.7
2023,50 - 54 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,94.3
2023,50 - 54 years,Male,Level of education - not stated,Northern and Western,0.0
2023,50 - 54 years,Male,Level of education - not stated,Southern,0.0
2023,50 - 54 years,Male,Level of education - not stated,Eastern and Midland,0.0
2023,50 - 54 years,Female,Less than primary (Level 0),Northern and Western,0.0
2023,50 - 54 years,Female,Less than primary (Level 0),Southern,0.0
2023,50 - 54 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2023,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2023,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2023,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2023,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,76.1
2023,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,77.2
2023,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,64.2
2023,50 - 54 years,Female,Tertiary education (Levels 5-8),Northern and Western,77.6
2023,50 - 54 years,Female,Tertiary education (Levels 5-8),Southern,84.7
2023,50 - 54 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,85.6
2023,50 - 54 years,Female,Level of education - not stated,Northern and Western,0.0
2023,50 - 54 years,Female,Level of education - not stated,Southern,0.0
2023,50 - 54 years,Female,Level of education - not stated,Eastern and Midland,0.0
2023,55 - 59 years,Male,Less than primary (Level 0),Northern and Western,0.0
2023,55 - 59 years,Male,Less than primary (Level 0),Southern,0.0
2023,55 - 59 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2023,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2023,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Southern,73.4
2023,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,77.6
2023,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,82.5
2023,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,82.2
2023,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,87.8
2023,55 - 59 years,Male,Tertiary education (Levels 5-8),Northern and Western,87.3
2023,55 - 59 years,Male,Tertiary education (Levels 5-8),Southern,95.6
2023,55 - 59 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,86.6
2023,55 - 59 years,Male,Level of education - not stated,Northern and Western,0.0
2023,55 - 59 years,Male,Level of education - not stated,Southern,0.0
2023,55 - 59 years,Male,Level of education - not stated,Eastern and Midland,0.0
2023,55 - 59 years,Female,Less than primary (Level 0),Northern and Western,0.0
2023,55 - 59 years,Female,Less than primary (Level 0),Southern,0.0
2023,55 - 59 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2023,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2023,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2023,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,47.3
2023,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,59.2
2023,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,59.2
2023,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,51.9
2023,55 - 59 years,Female,Tertiary education (Levels 5-8),Northern and Western,85.6
2023,55 - 59 years,Female,Tertiary education (Levels 5-8),Southern,73.7
2023,55 - 59 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,80.1
2023,55 - 59 years,Female,Level of education - not stated,Northern and Western,0.0
2023,55 - 59 years,Female,Level of education - not stated,Southern,0.0
2023,55 - 59 years,Female,Level of education - not stated,Eastern and Midland,0.0
2023,60 - 64 years,Male,Less than primary (Level 0),Northern and Western,0.0
2023,60 - 64 years,Male,Less than primary (Level 0),Southern,0.0
2023,60 - 64 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2023,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2023,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Southern,70.7
2023,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,58.6
2023,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,81.3
2023,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,85.6
2023,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,67.1
2023,60 - 64 years,Male,Tertiary education (Levels 5-8),Northern and Western,0.0
2023,60 - 64 years,Male,Tertiary education (Levels 5-8),Southern,61.3
2023,60 - 64 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,73.3
2023,60 - 64 years,Male,Level of education - not stated,Northern and Western,0.0
2023,60 - 64 years,Male,Level of education - not stated,Southern,0.0
2023,60 - 64 years,Male,Level of education - not stated,Eastern and Midland,0.0
2023,60 - 64 years,Female,Less than primary (Level 0),Northern and Western,0.0
2023,60 - 64 years,Female,Less than primary (Level 0),Southern,0.0
2023,60 - 64 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2023,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2023,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2023,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,47.6
2023,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,70.2
2023,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,41.7
